#node	identifier	category	term ID	term description
RAB30	9606.ENSP00000435189	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
RAB30	9606.ENSP00000435189	GO Function	GO:0036094	Small molecule binding
RAB30	9606.ENSP00000435189	GO Function	GO:0043167	Ion binding
RAB30	9606.ENSP00000435189	GO Function	GO:0043168	Anion binding
RAB30	9606.ENSP00000435189	GO Function	GO:0097159	Organic cyclic compound binding
RAB30	9606.ENSP00000435189	GO Function	GO:0097367	Carbohydrate derivative binding
RAB30	9606.ENSP00000435189	GO Function	GO:1901265	Nucleoside phosphate binding
RAB30	9606.ENSP00000435189	GO Function	GO:1901363	Heterocyclic compound binding
RAB30	9606.ENSP00000435189	GO Component	GO:0000139	Golgi membrane
RAB30	9606.ENSP00000435189	GO Component	GO:0005622	Intracellular anatomical structure
RAB30	9606.ENSP00000435189	GO Component	GO:0005737	Cytoplasm
RAB30	9606.ENSP00000435189	GO Component	GO:0005794	Golgi apparatus
RAB30	9606.ENSP00000435189	GO Component	GO:0005795	Golgi stack
RAB30	9606.ENSP00000435189	GO Component	GO:0005801	cis-Golgi network
RAB30	9606.ENSP00000435189	GO Component	GO:0005802	trans-Golgi network
RAB30	9606.ENSP00000435189	GO Component	GO:0012505	Endomembrane system
RAB30	9606.ENSP00000435189	GO Component	GO:0016020	Membrane
RAB30	9606.ENSP00000435189	GO Component	GO:0031090	Organelle membrane
RAB30	9606.ENSP00000435189	GO Component	GO:0031984	Organelle subcompartment
RAB30	9606.ENSP00000435189	GO Component	GO:0031985	Golgi cisterna
RAB30	9606.ENSP00000435189	GO Component	GO:0043226	Organelle
RAB30	9606.ENSP00000435189	GO Component	GO:0043227	Membrane-bounded organelle
RAB30	9606.ENSP00000435189	GO Component	GO:0043229	Intracellular organelle
RAB30	9606.ENSP00000435189	GO Component	GO:0043231	Intracellular membrane-bounded organelle
RAB30	9606.ENSP00000435189	GO Component	GO:0098588	Bounding membrane of organelle
RAB30	9606.ENSP00000435189	GO Component	GO:0098791	Golgi apparatus subcompartment
RAB30	9606.ENSP00000435189	GO Component	GO:0110165	Cellular anatomical entity
RAB30	9606.ENSP00000435189	STRING clusters	CL:13437	Mixed, incl. RAB geranylgeranylation, and Vesicle tethering complex
RAB30	9606.ENSP00000435189	STRING clusters	CL:13438	Mixed, incl. RAB geranylgeranylation, and Vesicle tethering complex
RAB30	9606.ENSP00000435189	STRING clusters	CL:13439	Mixed, incl. RAB geranylgeranylation, and Regulation of SNARE complex assembly
RAB30	9606.ENSP00000435189	STRING clusters	CL:13516	RAB geranylgeranylation, and Martsolf syndrome
RAB30	9606.ENSP00000435189	Reactome	HSA-199991	Membrane Trafficking
RAB30	9606.ENSP00000435189	Reactome	HSA-392499	Metabolism of proteins
RAB30	9606.ENSP00000435189	Reactome	HSA-5653656	Vesicle-mediated transport
RAB30	9606.ENSP00000435189	Reactome	HSA-597592	Post-translational protein modification
RAB30	9606.ENSP00000435189	Reactome	HSA-6811438	Intra-Golgi traffic
RAB30	9606.ENSP00000435189	Reactome	HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic
RAB30	9606.ENSP00000435189	Reactome	HSA-8873719	RAB geranylgeranylation
RAB30	9606.ENSP00000435189	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
RAB30	9606.ENSP00000435189	TISSUES	BTO:0000042	Animal
RAB30	9606.ENSP00000435189	TISSUES	BTO:0000404	Epidermis
RAB30	9606.ENSP00000435189	TISSUES	BTO:0000634	Integument
RAB30	9606.ENSP00000435189	TISSUES	BTO:0000847	Melanocyte
RAB30	9606.ENSP00000435189	TISSUES	BTO:0001253	Skin
RAB30	9606.ENSP00000435189	TISSUES	BTO:0001470	Epidermal cell
RAB30	9606.ENSP00000435189	TISSUES	BTO:0001489	Whole body
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0000139	Golgi membrane
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0005622	Intracellular
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0005737	Cytoplasm
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0005794	Golgi apparatus
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0005795	Golgi stack
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0005801	cis-Golgi network
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0005802	trans-Golgi network
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0012505	Endomembrane system
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0016020	Membrane
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0031090	Organelle membrane
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0031984	Organelle subcompartment
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0031985	Golgi cisterna
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0043226	Organelle
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0043229	Intracellular organelle
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0098588	Bounding membrane of organelle
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0098791	Golgi apparatus subcompartment
RAB30	9606.ENSP00000435189	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
RAB30	9606.ENSP00000435189	Monarch	EFO:0004308	Leukocyte count
RAB30	9606.ENSP00000435189	Monarch	EFO:0004503	Hematological measurement
RAB30	9606.ENSP00000435189	Monarch	EFO:0004586	Complete blood cell count
RAB30	9606.ENSP00000435189	Monarch	EFO:0004587	Lymphocyte count
RAB30	9606.ENSP00000435189	Monarch	EFO:0004827	Economic and social preference
RAB30	9606.ENSP00000435189	Monarch	EFO:0006843	Infectious disease biomarker
RAB30	9606.ENSP00000435189	Monarch	EFO:0007993	Lymphocyte percentage of leukocytes
RAB30	9606.ENSP00000435189	UniProt Keywords	KW-0025	Alternative splicing
RAB30	9606.ENSP00000435189	UniProt Keywords	KW-0333	Golgi apparatus
RAB30	9606.ENSP00000435189	UniProt Keywords	KW-0342	GTP-binding
RAB30	9606.ENSP00000435189	UniProt Keywords	KW-0449	Lipoprotein
RAB30	9606.ENSP00000435189	UniProt Keywords	KW-0472	Membrane
RAB30	9606.ENSP00000435189	UniProt Keywords	KW-0488	Methylation
RAB30	9606.ENSP00000435189	UniProt Keywords	KW-0547	Nucleotide-binding
RAB30	9606.ENSP00000435189	UniProt Keywords	KW-0636	Prenylation
RAB30	9606.ENSP00000435189	UniProt Keywords	KW-0963	Cytoplasm
RAB30	9606.ENSP00000435189	InterPro	IPR001806	Small GTPase
RAB30	9606.ENSP00000435189	InterPro	IPR005225	Small GTP-binding protein domain
RAB30	9606.ENSP00000435189	InterPro	IPR027417	P-loop containing nucleoside triphosphate hydrolase
RAB30	9606.ENSP00000435189	InterPro	IPR041820	Rab30
RAB30	9606.ENSP00000435189	SMART	SM00175	Rab subfamily of small GTPases
SCNM1	9606.ENSP00000357901	GO Process	GO:0000375	RNA splicing, via transesterification reactions
SCNM1	9606.ENSP00000357901	GO Process	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
SCNM1	9606.ENSP00000357901	GO Process	GO:0000380	Alternative mRNA splicing, via spliceosome
SCNM1	9606.ENSP00000357901	GO Process	GO:0000398	mRNA splicing, via spliceosome
SCNM1	9606.ENSP00000357901	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0006396	RNA processing
SCNM1	9606.ENSP00000357901	GO Process	GO:0006397	mRNA processing
SCNM1	9606.ENSP00000357901	GO Process	GO:0006725	Cellular aromatic compound metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0006807	Nitrogen compound metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0008152	Metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0008380	RNA splicing
SCNM1	9606.ENSP00000357901	GO Process	GO:0009987	Cellular process
SCNM1	9606.ENSP00000357901	GO Process	GO:0010467	Gene expression
SCNM1	9606.ENSP00000357901	GO Process	GO:0016070	RNA metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0016071	mRNA metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0043170	Macromolecule metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0044237	Cellular metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0044238	Primary metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0046483	Heterocycle metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0071704	Organic substance metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:0090304	Nucleic acid metabolic process
SCNM1	9606.ENSP00000357901	GO Process	GO:1901360	Organic cyclic compound metabolic process
SCNM1	9606.ENSP00000357901	GO Function	GO:0005488	Binding
SCNM1	9606.ENSP00000357901	GO Function	GO:0005515	Protein binding
SCNM1	9606.ENSP00000357901	GO Function	GO:0019899	Enzyme binding
SCNM1	9606.ENSP00000357901	GO Function	GO:0043167	Ion binding
SCNM1	9606.ENSP00000357901	GO Function	GO:0043169	Cation binding
SCNM1	9606.ENSP00000357901	GO Function	GO:0046872	Metal ion binding
SCNM1	9606.ENSP00000357901	GO Component	GO:0005622	Intracellular anatomical structure
SCNM1	9606.ENSP00000357901	GO Component	GO:0005634	Nucleus
SCNM1	9606.ENSP00000357901	GO Component	GO:0005654	Nucleoplasm
SCNM1	9606.ENSP00000357901	GO Component	GO:0016604	Nuclear body
SCNM1	9606.ENSP00000357901	GO Component	GO:0016607	Nuclear speck
SCNM1	9606.ENSP00000357901	GO Component	GO:0031974	Membrane-enclosed lumen
SCNM1	9606.ENSP00000357901	GO Component	GO:0031981	Nuclear lumen
SCNM1	9606.ENSP00000357901	GO Component	GO:0043226	Organelle
SCNM1	9606.ENSP00000357901	GO Component	GO:0043227	Membrane-bounded organelle
SCNM1	9606.ENSP00000357901	GO Component	GO:0043229	Intracellular organelle
SCNM1	9606.ENSP00000357901	GO Component	GO:0043231	Intracellular membrane-bounded organelle
SCNM1	9606.ENSP00000357901	GO Component	GO:0043233	Organelle lumen
SCNM1	9606.ENSP00000357901	GO Component	GO:0070013	Intracellular organelle lumen
SCNM1	9606.ENSP00000357901	GO Component	GO:0110165	Cellular anatomical entity
SCNM1	9606.ENSP00000357901	STRING clusters	CL:2030	U2-type spliceosomal complex, and Sm-like protein family complex
SCNM1	9606.ENSP00000357901	DISEASES	DOID:0050701	Electroclinical syndrome
SCNM1	9606.ENSP00000357901	DISEASES	DOID:0050706	Variable age at onset electroclinical syndrome
SCNM1	9606.ENSP00000357901	DISEASES	DOID:1826	Epilepsy
SCNM1	9606.ENSP00000357901	DISEASES	DOID:2548	Reflex epilepsy
SCNM1	9606.ENSP00000357901	DISEASES	DOID:331	Central nervous system disease
SCNM1	9606.ENSP00000357901	DISEASES	DOID:4	Disease
SCNM1	9606.ENSP00000357901	DISEASES	DOID:7	Disease of anatomical entity
SCNM1	9606.ENSP00000357901	DISEASES	DOID:863	Nervous system disease
SCNM1	9606.ENSP00000357901	DISEASES	DOID:936	Brain disease
SCNM1	9606.ENSP00000357901	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
SCNM1	9606.ENSP00000357901	TISSUES	BTO:0000042	Animal
SCNM1	9606.ENSP00000357901	TISSUES	BTO:0000058	Alimentary canal
SCNM1	9606.ENSP00000357901	TISSUES	BTO:0000282	Head
SCNM1	9606.ENSP00000357901	TISSUES	BTO:0000959	Esophagus
SCNM1	9606.ENSP00000357901	TISSUES	BTO:0001489	Whole body
SCNM1	9606.ENSP00000357901	TISSUES	BTO:0001491	Viscus
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0005622	Intracellular
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0005634	Nucleus
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0005654	Nucleoplasm
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0016604	Nuclear body
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0016607	Nuclear speck
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0031981	Nuclear lumen
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0043226	Organelle
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0043229	Intracellular organelle
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0043233	Organelle lumen
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
SCNM1	9606.ENSP00000357901	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
SCNM1	9606.ENSP00000357901	UniProt Keywords	KW-0025	Alternative splicing
SCNM1	9606.ENSP00000357901	UniProt Keywords	KW-0479	Metal-binding
SCNM1	9606.ENSP00000357901	UniProt Keywords	KW-0507	mRNA processing
SCNM1	9606.ENSP00000357901	UniProt Keywords	KW-0508	mRNA splicing
SCNM1	9606.ENSP00000357901	UniProt Keywords	KW-0539	Nucleus
SCNM1	9606.ENSP00000357901	UniProt Keywords	KW-0597	Phosphoprotein
SCNM1	9606.ENSP00000357901	UniProt Keywords	KW-0832	Ubl conjugation
SCNM1	9606.ENSP00000357901	UniProt Keywords	KW-0862	Zinc
SCNM1	9606.ENSP00000357901	UniProt Keywords	KW-0863	Zinc-finger
SCNM1	9606.ENSP00000357901	UniProt Keywords	KW-1017	Isopeptide bond
SCNM1	9606.ENSP00000357901	Pfam	PF15803	Zinc-finger of sodium channel modifier 1
SCNM1	9606.ENSP00000357901	Pfam	PF15805	Acidic C-terminal region of sodium channel modifier 1 SCNM1
SCNM1	9606.ENSP00000357901	InterPro	IPR031622	Sodium channel modifier 1, zinc-finger
SCNM1	9606.ENSP00000357901	InterPro	IPR031625	Sodium channel modifier 1, acidic C-terminal domain
SCNM1	9606.ENSP00000357901	InterPro	IPR033570	Sodium channel modifier 1
SLURP1	9606.ENSP00000246515	GO Process	GO:0001775	Cell activation
SLURP1	9606.ENSP00000246515	GO Process	GO:0003008	System process
SLURP1	9606.ENSP00000246515	GO Process	GO:0007154	Cell communication
SLURP1	9606.ENSP00000246515	GO Process	GO:0007155	Cell adhesion
SLURP1	9606.ENSP00000246515	GO Process	GO:0007165	Signal transduction
SLURP1	9606.ENSP00000246515	GO Process	GO:0007166	Cell surface receptor signaling pathway
SLURP1	9606.ENSP00000246515	GO Process	GO:0007610	Behavior
SLURP1	9606.ENSP00000246515	GO Process	GO:0007626	Locomotory behavior
SLURP1	9606.ENSP00000246515	GO Process	GO:0008285	Negative regulation of cell population proliferation
SLURP1	9606.ENSP00000246515	GO Process	GO:0009987	Cellular process
SLURP1	9606.ENSP00000246515	GO Process	GO:0010837	Regulation of keratinocyte proliferation
SLURP1	9606.ENSP00000246515	GO Process	GO:0010839	Negative regulation of keratinocyte proliferation
SLURP1	9606.ENSP00000246515	GO Process	GO:0023052	Signaling
SLURP1	9606.ENSP00000246515	GO Process	GO:0030334	Regulation of cell migration
SLURP1	9606.ENSP00000246515	GO Process	GO:0030336	Negative regulation of cell migration
SLURP1	9606.ENSP00000246515	GO Process	GO:0032501	Multicellular organismal process
SLURP1	9606.ENSP00000246515	GO Process	GO:0038195	Urokinase plasminogen activator signaling pathway
SLURP1	9606.ENSP00000246515	GO Process	GO:0040012	Regulation of locomotion
SLURP1	9606.ENSP00000246515	GO Process	GO:0040013	Negative regulation of locomotion
SLURP1	9606.ENSP00000246515	GO Process	GO:0042127	Regulation of cell population proliferation
SLURP1	9606.ENSP00000246515	GO Process	GO:0048519	Negative regulation of biological process
SLURP1	9606.ENSP00000246515	GO Process	GO:0048523	Negative regulation of cellular process
SLURP1	9606.ENSP00000246515	GO Process	GO:0050678	Regulation of epithelial cell proliferation
SLURP1	9606.ENSP00000246515	GO Process	GO:0050680	Negative regulation of epithelial cell proliferation
SLURP1	9606.ENSP00000246515	GO Process	GO:0050789	Regulation of biological process
SLURP1	9606.ENSP00000246515	GO Process	GO:0050794	Regulation of cellular process
SLURP1	9606.ENSP00000246515	GO Process	GO:0050877	Nervous system process
SLURP1	9606.ENSP00000246515	GO Process	GO:0050884	Neuromuscular process controlling posture
SLURP1	9606.ENSP00000246515	GO Process	GO:0050896	Response to stimulus
SLURP1	9606.ENSP00000246515	GO Process	GO:0050905	Neuromuscular process
SLURP1	9606.ENSP00000246515	GO Process	GO:0051716	Cellular response to stimulus
SLURP1	9606.ENSP00000246515	GO Process	GO:0065007	Biological regulation
SLURP1	9606.ENSP00000246515	GO Process	GO:2000145	Regulation of cell motility
SLURP1	9606.ENSP00000246515	GO Process	GO:2000146	Negative regulation of cell motility
SLURP1	9606.ENSP00000246515	GO Function	GO:0005102	Signaling receptor binding
SLURP1	9606.ENSP00000246515	GO Function	GO:0005125	Cytokine activity
SLURP1	9606.ENSP00000246515	GO Function	GO:0005488	Binding
SLURP1	9606.ENSP00000246515	GO Function	GO:0005515	Protein binding
SLURP1	9606.ENSP00000246515	GO Function	GO:0030545	Signaling receptor regulator activity
SLURP1	9606.ENSP00000246515	GO Function	GO:0030546	Signaling receptor activator activity
SLURP1	9606.ENSP00000246515	GO Function	GO:0030548	Acetylcholine receptor regulator activity
SLURP1	9606.ENSP00000246515	GO Function	GO:0030549	Acetylcholine receptor activator activity
SLURP1	9606.ENSP00000246515	GO Function	GO:0048018	Receptor ligand activity
SLURP1	9606.ENSP00000246515	GO Function	GO:0098772	Molecular function regulator activity
SLURP1	9606.ENSP00000246515	GO Function	GO:0099602	Neurotransmitter receptor regulator activity
SLURP1	9606.ENSP00000246515	GO Component	GO:0005576	Extracellular region
SLURP1	9606.ENSP00000246515	GO Component	GO:0005615	Extracellular space
SLURP1	9606.ENSP00000246515	GO Component	GO:0031982	Vesicle
SLURP1	9606.ENSP00000246515	GO Component	GO:0043226	Organelle
SLURP1	9606.ENSP00000246515	GO Component	GO:0043227	Membrane-bounded organelle
SLURP1	9606.ENSP00000246515	GO Component	GO:0043230	Extracellular organelle
SLURP1	9606.ENSP00000246515	GO Component	GO:0065010	Extracellular membrane-bounded organelle
SLURP1	9606.ENSP00000246515	GO Component	GO:0070062	Extracellular exosome
SLURP1	9606.ENSP00000246515	GO Component	GO:0110165	Cellular anatomical entity
SLURP1	9606.ENSP00000246515	GO Component	GO:1903561	Extracellular vesicle
SLURP1	9606.ENSP00000246515	STRING clusters	CL:23578	Mixed, incl. Synaptic transmission, cholinergic, and Monoamine GPCRs
SLURP1	9606.ENSP00000246515	STRING clusters	CL:23678	Acetylcholine-gated channel complex, and Myasthenia gravis
SLURP1	9606.ENSP00000246515	STRING clusters	CL:23680	Acetylcholine-gated channel complex, and Myasthenia gravis
SLURP1	9606.ENSP00000246515	KEGG	hsa04080	Neuroactive ligand-receptor interaction
SLURP1	9606.ENSP00000246515	WikiPathways	WP5055	Burn wound healing
SLURP1	9606.ENSP00000246515	DISEASES	DOID:0060862	Mal de Meleda
SLURP1	9606.ENSP00000246515	DISEASES	DOID:13924	Necrotizing ulcerative gingivitis
SLURP1	9606.ENSP00000246515	DISEASES	DOID:1483	Gingival disease
SLURP1	9606.ENSP00000246515	DISEASES	DOID:16	Integumentary system disease
SLURP1	9606.ENSP00000246515	DISEASES	DOID:161	Keratosis
SLURP1	9606.ENSP00000246515	DISEASES	DOID:3087	Gingivitis
SLURP1	9606.ENSP00000246515	DISEASES	DOID:3388	Periodontal disease
SLURP1	9606.ENSP00000246515	DISEASES	DOID:3390	Palmoplantar keratosis
SLURP1	9606.ENSP00000246515	DISEASES	DOID:37	Skin disease
SLURP1	9606.ENSP00000246515	DISEASES	DOID:4	Disease
SLURP1	9606.ENSP00000246515	DISEASES	DOID:403	Mouth disease
SLURP1	9606.ENSP00000246515	DISEASES	DOID:7	Disease of anatomical entity
SLURP1	9606.ENSP00000246515	DISEASES	DOID:77	Gastrointestinal system disease
SLURP1	9606.ENSP00000246515	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
SLURP1	9606.ENSP00000246515	TISSUES	BTO:0000042	Animal
SLURP1	9606.ENSP00000246515	TISSUES	BTO:0000089	Blood
SLURP1	9606.ENSP00000246515	TISSUES	BTO:0000539	Granulocyte
SLURP1	9606.ENSP00000246515	TISSUES	BTO:0000570	Hematopoietic system
SLURP1	9606.ENSP00000246515	TISSUES	BTO:0000574	Hematopoietic cell
SLURP1	9606.ENSP00000246515	TISSUES	BTO:0000634	Integument
SLURP1	9606.ENSP00000246515	TISSUES	BTO:0000751	Leukocyte
SLURP1	9606.ENSP00000246515	TISSUES	BTO:0001253	Skin
SLURP1	9606.ENSP00000246515	TISSUES	BTO:0001489	Whole body
SLURP1	9606.ENSP00000246515	COMPARTMENTS	GOCC:0005576	Extracellular region
SLURP1	9606.ENSP00000246515	COMPARTMENTS	GOCC:0005615	Extracellular space
SLURP1	9606.ENSP00000246515	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
SLURP1	9606.ENSP00000246515	Monarch	HP:0000118	Phenotypic abnormality
SLURP1	9606.ENSP00000246515	Monarch	HP:0000924	Abnormality of the skeletal system
SLURP1	9606.ENSP00000246515	Monarch	HP:0000951	Abnormality of the skin
SLURP1	9606.ENSP00000246515	Monarch	HP:0000962	Hyperkeratosis
SLURP1	9606.ENSP00000246515	Monarch	HP:0000972	Palmoplantar hyperkeratosis
